attack_id,source_name,source_vid,target_name,target_vid,similarity,n_swap_frames,fooled_045,fooled_060
376,Dan_Reeves,0,Franz_Beckenbauer,0,0.405231,5,0,0
377,Xanana_Gusmao,5,Emma_Nicholson,2,0.227517,5,0,0
378,Carlos_Menem,2,Abdullatif_Sener,1,0.631589,5,1,1
379,Cindy_Crawford,3,Carson_Palmer,2,0.545762,5,1,0
380,Mario_Dumont,2,Oscar_DLeon,0,0.427681,5,0,0
381,Kate_Winslet,0,Vinnie_Jones,4,0.569302,5,1,0
382,Ahmet_Necdet_Sezer,4,Lindy_Ruff,2,0.417316,5,0,0
383,Paul_Bettany,2,Laura_Bush,5,0.432537,5,0,0
384,Frances_Fisher,3,Carla_Sullivan,2,0.308967,5,0,0
385,George_P_Bush,1,Christy_Turlington,5,0.516517,5,1,0
386,Jack_Nicholson,4,Beatriz_Merino,1,0.387954,5,0,0
387,Elizabeth_Hurley,0,Laurent_Gbagbo,4,0.093083,5,0,0
388,Karin_Viard,3,Gary_Bettman,1,0.393768,5,0,0
389,Hama_Arba_Diallo,3,Christine_Todd_Whitman,5,0.563264,5,1,0
390,Randall_Terry,0,Carla_Gay_Balingit,3,0.583385,5,1,0
391,Imelda_Marcos,1,Tommy_Amaker,1,0.479570,5,1,0
392,Bill_Clinton,4,Charlotte_Church,3,0.275500,5,0,0
393,Chuck_Woolery,2,Peter_Hartz,2,0.207183,5,0,0
394,Ciro_Gomes,4,Zahir_Shah,1,0.387864,5,0,0
395,Lisa_Raymond,4,William_Delahunt,2,0.465930,5,1,0
396,Rachel_Corrie,0,Gene_Hackman,3,0.519612,5,1,0
397,Andrew_Firestone,1,Lou_Lang,2,0.242557,5,0,0
398,Eva_Dimas,2,Paula_Radcliffe,3,0.397353,5,0,0
399,Mark_Leno,2,Angela_Bassett,3,0.334584,5,0,0
400,Li_Ka-shing,0,Alex_Sink,5,0.320030,5,0,0
401,Filippo_Inzaghi,2,Angie_Arzola,4,0.381092,5,0,0
402,Lisa_Ling,2,Paul_Henderson,1,0.270903,5,0,0
403,Leuris_Pupo,2,Patricia_Russo,4,0.423339,5,0,0
404,Peter_Max,3,Luis_Guzman,0,0.518836,5,1,0
405,Lew_Rywin,3,Bill_Fennelly,0,0.519018,5,1,0
406,Mark_Cuban,3,Richard_Shelby,0,0.164297,5,0,0
407,Ellen_MacArthur,3,Tim_Howard,1,0.490039,5,1,0
408,Naomi_Campbell,1,Nancy_Reagan,3,0.612423,5,1,1
409,James_Brown,2,Fernando_Henrique_Cardoso,2,0.323854,5,0,0
410,Zeljko_Rebraca,1,Hank_Stram,4,0.409134,5,0,0
411,Andres_Manuel_Lopez_Obrador,1,Gerard_Depardieu,5,0.397323,5,0,0
412,Fernando_Sanz,5,Elvis_Presley,0,0.424140,5,0,0
413,Hama_Arba_Diallo,3,Barbara_Bodine,3,0.588193,5,1,0
414,Gary_Bettman,4,Robert_Wagner,3,0.471757,5,1,0
415,Penelope_Ann_Miller,0,Tim_Pawlenty,4,0.472842,5,1,0
416,Oscar_DLeon,5,James_Hoffa,4,0.395565,5,0,0
417,Carrie-Anne_Moss,0,Sam_Torrance,3,0.460152,5,1,0
418,Mark_Wahlberg,2,Jack_Nicholson,4,0.517060,5,1,0
419,Garry_Kasparov,2,Claudette_Robinson,5,0.277422,5,0,0
420,Yao_Ming,3,Makhdoom_Amin_Fahim,0,0.651111,5,1,1
421,Cesar_Gaviria,2,Chok_Tong_Goh,4,0.474823,5,1,0
422,Bill_Belichick,1,Mark_Leno,3,0.302508,5,0,0
423,Hanan_Ashrawi,2,Yao_Ming,3,0.486216,5,1,0
424,Chita_Rivera,1,Chris_Thomas,0,0.487197,5,1,0
425,Tom_Hanusik,0,Leandrinho_Barbosa,0,0.524181,5,1,0
426,Jackie_Sherrill,5,Sarah_Michelle_Gellar,4,0.042867,5,0,0
427,Lenny_Wilkens,3,Philippe_Gagnon,3,0.452407,5,1,0
428,Eladio_Larez,0,Nestor_Kirchner,4,0.620762,5,1,1
429,Lou_Lang,2,Costas_Simitis,0,0.441101,5,0,0
430,Lionel_Richie,2,Yoon_Jin-Sik,0,0.603153,5,1,1
431,Mario_Vasquez_Rana,0,Natalie_Coughlin,2,0.367728,5,0,0
432,Dai_Bachtiar,1,Peter_Mackay,4,0.572612,5,1,0
433,Alma_Powell,3,Richard_Branson,1,0.515343,5,1,0
434,Olympia_Dukakis,1,Bill_Clinton,4,0.496870,5,1,0
435,Barry_Alvarez,1,Wolfgang_Schuessel,5,0.272337,5,0,0
436,Leticia_Van_de_Putte,0,Mary-Kate_Olsen,5,0.301554,5,0,0
437,Ben_Kingsley,2,Ed_Smart,3,0.313263,5,0,0
438,Alanis_Morissette,1,Kostya_Tszyu,2,0.250965,5,0,0
439,Mario_Lobo_Zagallo,1,James_Carville,5,0.270665,5,0,0
440,Barbara_Boxer,1,James_Comey,3,0.465109,5,1,0
441,Geoff_Dixon,1,Bettina_Rheims,0,0.219377,5,0,0
442,Cesar_Gaviria,2,Alex_Zanardi,1,0.505014,5,1,0
443,Terry_Semel,2,Chanda_Rubin,5,0.717557,5,1,1
444,Pilar_Montenegro,0,Abdul_Rahman,1,0.529481,5,1,0
445,Emma_Thompson,3,Dave_Barr,0,0.309533,5,0,0
446,Camryn_Manheim,1,Zhang_Ziyi,1,0.495305,4,1,0
447,Franko_Simatovic,3,Carlos_Salinas,0,0.394083,5,0,0
448,Kyra_Sedgwick,3,Regina_Ip,0,0.386253,5,0,0
449,Camryn_Manheim,0,Mario_Cipollini,5,0.404521,5,0,0
450,Mary_Matalin,1,Patti_Smith,1,0.365454,5,0,0
451,Francis_George,0,Laura_Bush,4,0.419749,5,0,0
452,Eliott_Spitzer,3,Patricia_Medina,3,0.283869,5,0,0
453,Saddam_Hussein,0,Salman_Rushdie,3,0.361739,5,0,0
454,Andrew_Fastow,0,Natalia_Verbeke,5,0.330903,4,0,0
455,Louisa_Baileche,2,Alfonso_Cuaron,2,0.213267,5,0,0
456,James_Caan,2,Emilio_Azcarraga_Jean,1,0.300314,5,0,0
457,Andrew_Fastow,0,Iain_Duncan_Smith,2,0.273511,5,0,0
458,Yuri_Fedotov,4,Paul_Kariya,5,0.336782,5,0,0
459,Alfonso_Portillo,3,Inam-ul-Haq,3,0.407155,5,0,0
460,Ciaran_Hinds,5,Tammy_Lynn_Michaels,4,0.449041,5,0,0
461,Ralph_Klein,0,Claudio_Abbado,2,0.521521,5,1,0
462,Todd_Robbins,4,Zhang_Ziyi,1,0.369503,4,0,0
463,Francisco_Santos,2,Dale_Earnhardt_Jr,1,0.412836,5,0,0
464,Alexandre_Despatie,3,Gavin_Degraw,3,0.317311,5,0,0
465,Nikolay_Davydenko,3,Lucy_Liu,1,0.403846,5,0,0
466,Will_Self,4,Richard_Ward,5,0.456432,5,1,0
467,Itamar_Franco,2,Ali_Mohammed_Maher,4,0.303137,5,0,0
468,Carmen_Electra,3,Jada_Pinkett_Smith,1,0.336979,5,0,0
469,Vladimir_Meciar,0,Lee_Chang-dong,0,0.531625,5,1,0
470,Colin_Farrell,5,Mariah_Carey,4,0.505507,3,1,0
471,Na_Na_Keum,0,Erin_Hershey_Presley,4,0.482206,5,1,0
472,Larry_Eustachy,2,Anjum_Hussain,1,0.585018,5,1,0
473,Noel_Niell,4,Franco_Dragone,1,0.364460,5,0,0
474,BJ_Habibie,5,Gerald_Ford,2,0.297939,5,0,0
475,Leonardo_DiCaprio,5,Peter_Hillary,0,0.568962,5,1,0
476,Ted_Nolan,3,Lenny_Wilkens,3,0.220476,5,0,0
477,Alexandre_Herchcovitch,5,Tomas_Enge,5,0.433754,5,0,0
478,Eva_Dimas,2,Renato_Soru,2,0.385087,5,0,0
479,Sami_Al-Arian,5,Recep_Tayyip_Erdogan,2,0.280780,5,0,0
480,Martin_Sheen,3,Wayne_Gretzky,2,0.378693,5,0,0
481,Charley_Armey,1,Pharrell_Williams,0,0.553983,5,1,0
482,Caroline_Dhavernas,0,Andrew_Cuomo,3,0.046523,5,0,0
483,Jack_Nicholson,4,James_Wattana,1,0.388629,5,0,0
484,Scott_Blum,0,Leuris_Pupo,3,0.469208,5,1,0
485,Lenny_Wilkens,0,Wolfgang_Schuessel,2,0.241608,5,0,0
486,Natasa_Micic,5,Jacques_Chirac,5,0.208289,5,0,0
487,Ridley_Scott,1,Evo_Morales,0,0.286835,5,0,0
488,Alan_Dershowitz,1,Viara_Vike-Freiberga,2,0.526763,5,1,0
489,Matt_Damon,1,Jane_Fonda,4,0.501248,5,1,0
490,Zeng_Qinghong,0,Eric_Benet,0,0.343818,5,0,0
491,Phillipe_Comtois,2,Fidel_Castro,0,0.445543,5,0,0
492,Carlton_Dotson,1,Celine_Dion,3,0.420021,5,0,0
493,Chuck_Amato,2,Tino_Martinez,0,0.429728,5,0,0
494,Takashi_Yamamoto,1,Geoffrey_Davis,5,0.434914,5,0,0
495,Norodom_Chakrapong,5,Nikki_McKibbin,3,0.178096,5,0,0
496,Chris_Cooper,4,Tina_Andrews,0,0.144765,5,0,0
497,Jack_LaLanne,2,Mark_Wahlberg,2,0.554451,5,1,0
498,Dale_Earnhardt,3,Chanda_Rubin,5,0.822347,5,1,1
499,Alan_Dershowitz,2,Jaap_de_Hoop_Scheffer,3,0.312184,5,0,0
500,Odai_Hussein,5,Casy_Preslar,0,0.609757,5,1,1
501,Andres_Manuel_Lopez_Obrador,2,Gary_Barnett,1,0.555393,5,1,0
502,Natalia_Dmitrieva,5,Kim_Clijsters,5,0.532697,5,1,0
503,Carolina_Barco,4,Gene_Robinson,3,0.195365,5,0,0
504,Liu_Ye,5,Tabare_Vazquez,1,0.426084,5,0,0
505,Carroll_Weimer,2,Odai_Hussein,0,-0.012379,5,0,0
506,Laura_Romero,5,Mario_Vasquez_Rana,0,0.400909,5,0,0
507,Matt_Doherty,4,Chin-Feng_Chen,2,0.285089,5,0,0
508,Chris_Rock,2,George_Galloway,2,0.323369,5,0,0
509,Ian_McKellen,0,Matt_LeBlanc,0,0.335441,5,0,0
510,Elton_John,3,Craig_MacTavish,4,0.363925,5,0,0
511,Queen_Noor,5,Fred_Durst,5,0.373086,5,0,0
512,Mario_Vasquez_Rana,0,Rich_Brooks,0,0.462700,5,1,0
513,Christopher_Walken,4,Robin_McLaurin_Williams,0,0.229805,5,0,0
514,Alberto_Acosta,2,Barbara_Bodine,5,0.589761,5,1,0
515,Eric_Vigouroux,4,Rob_Morrow,4,0.463652,5,1,0
516,Porter_Goss,1,Regina_Ip,4,0.287235,5,0,0
517,Rachel_Corrie,3,Noel_Niell,4,0.560031,5,1,0
518,Maggie_Smith,5,Elizabeth_Shue,2,0.722553,5,1,1
519,Liane_Janda,1,Andy_Warhol,4,0.314126,5,0,0
520,Lee_Chang-dong,0,Kristen_Breitweiser,5,0.513264,5,1,0
521,Dan_Monson,2,Hans_Eichel,5,0.381856,5,0,0
522,Tom_Curley,4,Geoff_Hoon,4,0.643630,5,1,1
523,Catherine_Bell,0,Win_Aung,3,0.379415,5,0,0
524,Geoff_Hoon,4,Elizabeth_Berkeley,1,0.309381,5,0,0
525,Erin_Runnion,2,Leticia_Van_de_Putte,0,0.395646,5,0,0
526,Bernard_Siegel,0,Allison_Janney,0,0.539588,5,1,0
527,Pilar_Montenegro,1,Kurt_Warner,0,0.515970,5,1,0
528,Georgi_Parvanov,2,Paul_Crane,1,0.508851,5,1,0
529,Wolfgang_Schuessel,5,Chris_Klein,0,0.490825,5,1,0
530,Marina_Anissina,1,Gael_Garcia_Bermal,3,0.553606,5,1,0
531,Ben_Broussard,3,Jaromir_Jagr,4,0.189697,5,0,0
532,Daryl_Sabara,3,Paul_Murphy,1,0.559388,5,1,0
533,Allison_Janney,0,Felipe_De_Borbon,2,0.502375,5,1,0
534,Fidel_Castro_Daiz-Balart,1,Nick_Nolte,0,0.167865,5,0,0
535,Laura_Hernandez,0,Catriona_Le_May_Doan,4,0.197421,5,0,0
536,Jacqueline_Gold,2,Wu_Peng,1,0.273768,5,0,0
537,Alfredo_Moreno,0,Katja_Riemann,2,0.278544,5,0,0
538,Oxana_Fedorova,4,Courtney_Cox,5,0.539800,5,1,0
539,Fran_Drescher,3,Angel_Lockward,5,0.473490,5,1,0
540,Lew_Rywin,3,Xanana_Gusmao,1,0.383188,5,0,0
541,Carson_Daly,4,Bernard_Siegel,0,0.607250,5,1,1
542,Hans-Christian_Schmid,5,Osama_bin_Laden,5,0.336486,5,0,0
543,Cristina_Saralegui,5,Peter_Hartz,2,0.413299,5,0,0
544,Mario_Dumont,0,Alexander_Payne,2,0.218134,5,0,0
545,Cemil_Cicek,4,Tippi_Hedren,5,0.351693,5,0,0
546,Na_Na_Keum,0,Linda_Dano,5,0.554823,5,1,0
547,Mary_Matalin,2,Charles_Grassley,4,0.266206,5,0,0
548,Geoff_Dixon,1,Chris_Thomas,2,0.308089,5,0,0
549,Pedro_Duque,4,Hana_Sadiq,4,0.412138,5,0,0
550,Nawabzada_Nasrullah_Khan,1,Marc_Bulger,1,0.197299,5,0,0
551,Ahmad_Masood,3,Jafar_Umar_Thalib,0,0.455378,5,1,0
552,Kristin_Scott,4,Paul_Newman,2,0.167671,5,0,0
553,Pervez_Musharraf,4,Ludwig_Ovalle,1,0.441058,5,0,0
554,Tom_Harkin,4,Allyson_Felix,2,0.207393,5,0,0
555,Christopher_Reeve,4,Naomi_Campbell,1,0.626620,5,1,1
556,Takaloo,4,Elizabeth_Dole,3,0.228715,5,0,0
557,Thomas_Birmingham,0,Cameron_Diaz,2,0.516734,5,1,0
558,Leland_Chapman,4,Gary_Paer,2,0.324727,5,0,0
559,Kirk_Ferentz,1,Ted_Williams,2,0.332331,5,0,0
560,Mario_Kreutzberger,4,Zeng_Qinghong,0,0.629363,5,1,1
561,Viara_Vike-Freiberga,0,Tommy_Amaker,1,0.532279,5,1,0
562,Matt_LeBlanc,2,Daniel_Rouse,3,0.295556,5,0,0
563,Natalia_Dmitrieva,5,James_Hoffa,2,0.499723,5,1,0
564,Lindy_Ruff,2,Nelson_Acosta,4,0.550162,5,1,0
565,Sarah_Jessica_Parker,5,Yuvraj_Singh,0,0.411507,5,0,0
566,Connie_Chung,4,Ellen_Barkin,5,0.308312,5,0,0
567,Edie_Falco,4,Frank_Hsieh,4,0.395389,5,0,0
568,Ted_Turner,3,Tian_Liang,2,0.254630,5,0,0
569,Lynne_Cheney,1,Igor_Trunov,3,0.364042,5,0,0
570,Carlos_Salinas,2,Patrick_McEnroe,4,0.513467,5,1,0
571,Iain_Duncan_Smith,2,Zalmay_Khalilzad,5,0.452268,5,1,0
572,Alexandre_Herchcovitch,0,Flavia_Pennetta,4,0.447164,5,0,0
573,Lena_Olin,1,Robert_Wagner,3,0.358714,5,0,0
574,Darren_Clarke,2,Damon_Stoudamire,3,0.277477,5,0,0
575,Terry_Semel,2,Ethan_Hawke,0,0.347994,5,0,0
576,Pilar_Montenegro,1,Vincent_Gallo,0,0.536734,5,1,0
577,Allison_Janney,0,Sam_Rockwell,1,0.613804,5,1,1
578,Alvaro_Noboa,0,Bianca_Jagger,3,0.155625,5,0,0
579,Tom_Crean,2,Luciano_Pavarotti,0,0.593773,5,1,0
580,Abdul_Rahman,1,Nuon_Chea,1,0.458247,5,1,0
581,Robert_Blackwill,2,Luis_Guzman,0,0.236525,5,0,0
582,William_Joppy,1,Flavia_Delaroli,3,0.458304,5,1,0
583,Richard_Rodriguez,0,Amram_Mitzna,0,0.547815,5,1,0
584,Newt_Gingrich,0,Victoria_Beckham,3,0.074852,5,0,0
585,Kurt_Schottenheimer,5,Cindy_Klassen,4,0.219097,5,0,0
586,Maria_Soledad_Alvear_Valenzuela,4,Colin_Cowie,4,0.522084,5,1,0
587,Alex_Penelas,0,Abraham_Foxman,5,0.289111,5,0,0
588,Hamid_Reza_Asefi,2,Fernando_Valenzuela,2,0.446207,5,0,0
589,Catriona_Le_May_Doan,3,Marissa_Jaret_Winokur,3,0.134110,5,0,0
590,Conrad_Black,4,Carey_Lowell,0,0.469560,5,1,0
591,Valentina_Tereshkova,1,Linda_Sanchez,1,0.475173,5,1,0
592,Adriana_Lima,0,Vicente_Fox,3,0.404571,5,0,0
593,Pat_Riley,2,Saparmurat_Niyazov,2,0.419402,5,0,0
594,Philippe_Noiret,3,Regina_Ip,4,0.291596,5,0,0
595,Mary_Matalin,0,Gerald_Ford,2,0.617692,5,1,1
596,Sam_Mendes,0,Bernadette_Peters,0,0.362748,5,0,0
597,Luke_Walton,3,George_Harrison,1,0.352372,5,0,0
598,Eric_Clapton,2,James_Wolfensohn,5,0.287192,5,0,0
599,Will_Young,5,Erin_Hershey_Presley,3,0.458973,5,1,0
600,Paul_Krueger,4,Tom_Lantos,0,0.609879,5,1,1
601,Eric_Fehr,2,Robert_Ehrlich,5,0.445185,5,0,0
602,Elena_Dementieva,2,Andre_Agassi,5,0.356220,5,0,0
603,Gabriel_Valdes,3,Chris_Matthews,3,0.511500,5,1,0
604,Ted_Turner,5,Carlos_Alberto_Parreira,4,0.327813,5,0,0
605,Jacques_Rogge,5,Pierre_Png,1,0.416920,5,0,0
606,Cathy_Freeman,0,Lyle_Lovett,4,0.528772,5,1,0
607,Warren_Beatty,3,Peter_Medgyessy,4,0.514073,5,1,0
608,Thomas_Manger,4,Norman_Mailer,2,0.597429,5,1,0
609,Wolfgang_Clement,2,Ellen_Engleman,3,0.329994,5,0,0
610,Natalie_Imbruglia,2,Tia_Mowry,2,0.199558,5,0,0
611,Paola_Espinoza,2,Candie_Kung,3,0.143819,4,0,0
612,Patrick_Coleman,2,Nick_Nolte,0,0.187670,5,0,0
613,Gerald_Ford,2,Nadia_Petrova,4,0.221181,5,0,0
614,Taha_Yassin_Ramadan,0,Daniel_Bruehl,1,0.477838,5,1,0
615,Martha_Stewart,0,Leonard_Hamilton,3,0.606921,5,1,1
616,Catherine_Ndereba,3,Mary-Kate_Olsen,5,0.159855,5,0,0
617,Tom_McClintock,0,Akiko_Morigami,2,0.482128,5,1,0
618,Abbas_Kiarostami,0,Vojislav_Seselj,0,0.363071,5,0,0
619,Alfredo_Moreno,1,Larry_Donald,0,0.623573,5,1,1
620,Nigel_Redden,0,Amy_Redford,1,0.430280,5,0,0
621,Alecos_Markides,0,Filippo_Inzaghi,2,0.467811,5,1,0
622,Yolanda_King,5,Celine_Dion,3,0.441349,5,0,0
623,James_Coburn,1,James_Watt,1,0.339910,5,0,0
624,James_Franco,4,Baburam_Bhattari,3,0.488791,5,1,0
625,Carlos_De_Abreu,5,Clara_Harris,3,0.530749,5,1,0
626,Uday_Hussein,0,Eddie_Fenech_Adami,5,0.254286,5,0,0
627,Frank_Murkowski,5,Lisa_Marie_Presley,4,0.069788,5,0,0
628,Edward_Lu,0,Ellen_Engleman,3,0.182153,5,0,0
629,Chok_Tong_Goh,0,Eva_Marie_Saint,4,0.477904,5,1,0
630,Alejandro_Gonzalez_Inarritu,2,Rodrigo_Borja,5,0.511785,5,1,0
631,Yang_Jianli,0,Agbani_Darego,2,0.446025,5,0,0
632,Andrew_Cuomo,2,Biljana_Plavsic,1,0.461703,5,1,0
633,Pete_Sampras,2,Sananda_Maitreya,1,0.098079,5,0,0
634,Vince_Gill,0,Alfonso_Portillo,3,0.474895,5,1,0
635,Eladio_Larez,0,Nicolas_Massu,3,0.528812,5,1,0
636,Charles_Grassley,2,Marisa_Tomei,1,0.211023,5,0,0
637,Valentino_Rossi,5,Paul_Bettany,2,0.493404,5,1,0
638,Elgin_Baylor,0,Franz_Fischler,3,0.469329,5,1,0
639,Kirsten_Dunst,3,Franklin_Brown,0,0.501658,5,1,0
640,Ornella_Muti,0,Paula_Radcliffe,3,0.681121,5,1,1
641,Oprah_Winfrey,0,Maria_Wetterstrand,3,0.333222,5,0,0
642,Richard_Haass,1,Sami_Al-Arian,5,0.354598,5,0,0
643,Tessa_Jowell,4,Kristin_Chenoweth,2,0.519846,5,1,0
644,Frank_Wycheck,2,James_Gandolfini,4,0.506532,5,1,0
645,Elisha_Cuthbert,5,Edmund_Hillary,1,0.224900,5,0,0
646,Lisa_Marie_Presley,4,Amelia_Vega,4,0.518080,5,1,0
647,Orrin_Hatch,2,Natasha_Henstridge,3,0.392191,5,0,0
648,Elizabeth_Hill,0,Emily_Robison,5,0.418872,5,0,0
649,Richard_Ward,5,Anjum_Hussain,2,0.170836,5,0,0
650,Ben_Stein,3,Nia_Vardalos,1,0.276668,5,0,0
651,Ernesto_Zedillo,1,James_Kirtley,0,0.338879,5,0,0
652,Colin_Powell,5,Wolfgang_Becker,0,0.344538,5,0,0
653,Lynn_Redgrave,0,Daniela_Hantuchova,4,0.465712,5,1,0
654,Adrien_Brody,4,Dany_Heatley,3,0.152006,5,0,0
655,Walter_Mondale,5,William_Bratton,0,0.467038,5,1,0
656,Terry_McAuliffe,2,Peter_Lundgren,1,0.153366,5,0,0
657,Elijah_Wood,1,Oleg_Romantsev,3,0.439929,5,0,0
658,James_Phelps,3,Liu_Ye,2,0.470487,5,1,0
659,Eric_Fehr,2,Ivana_Trump,2,0.165788,5,0,0
660,Bertrand_Delanoe,2,Tom_Koenigs,3,0.541445,5,1,0
661,Dan_Guerrero,1,Jalen_Rose,5,0.369164,5,0,0
662,Alfredo_di_Stefano,0,Padraig_Harrington,0,0.158821,5,0,0
663,Agnes_Bruckner,4,Eric_Clapton,2,0.367949,5,0,0
664,Chick_Hearn,4,Craig_Fitzgibbon,1,0.294505,5,0,0
665,James_Meeks,0,Patricia_Hearst,0,0.482157,5,1,0
666,Nuon_Chea,1,Robert_McKee,2,0.383273,5,0,0
667,Woody_Allen,5,Manuel_Poggiali,1,0.423973,5,0,0
668,Christine_Todd_Whitman,2,Valerie_Harper,2,0.471707,5,1,0
669,Charles_Grassley,4,Tom_Hanks,4,0.441776,5,0,0
670,Clint_Howard,0,Nikki_McKibbin,5,0.559375,5,1,0
671,Alessandra_Cerna,0,Angela_Lansbury,0,0.304862,5,0,0
672,King_Abdullah_II,1,Cesar_Gaviria,2,0.401058,5,0,0
673,Tim_Curry,2,Cheryl_Hines,2,0.388440,5,0,0
674,Mark_Foley,4,Lin_Yung_Hsi,3,0.255996,5,0,0
675,Porter_Goss,1,Reese_Witherspoon,4,0.304802,5,0,0
676,Manuel_Pellegrini,1,Agbani_Darego,5,0.439401,5,0,0
677,Adoor_Gopalakarishnan,1,Ahmad_Masood,3,0.473584,5,1,0
678,Ahmed_Ahmed,5,Mario_Lobo_Zagallo,1,0.297586,5,0,0
679,Brian_Cashman,1,Bernard_Landry,2,0.635349,5,1,1
680,Connie_Chung,4,Prince_Harry,2,0.412001,5,0,0
681,Erin_Runnion,2,Kate_Capshaw,2,0.464638,5,1,0
682,Kenneth_Branagh,5,Lindsey_Graham,1,0.735672,5,1,1
683,Thabo_Mbeki,5,Edmund_Stoiber,1,0.350901,5,0,0
684,Robert_Ehrlich,0,Ridley_Scott,1,0.378613,5,0,0
685,Kenenisa_Bekele,3,James_McPherson,2,0.391594,5,0,0
686,Luis_Guzman,0,Amanda_Marsh,5,0.412040,5,0,0
687,Barbara_Walters,5,Mario_Cipollini,5,0.499532,5,1,0
688,Habib_Hisham,1,Parthiv_Patel,2,0.530028,5,1,0
689,Edward_Lu,0,Danny_Glover,3,0.425415,5,0,0
690,Ali_Fallahian,4,Angela_Lansbury,0,0.464423,5,1,0
691,Clark_Randt,1,Gary_Williams,3,0.331176,5,0,0
692,Paul_Schrader,5,Charlie_Hunnam,4,0.319785,5,0,0
693,Frank_Solich,3,Chris_Thomas,0,0.549686,5,1,0
694,Pascal_Quignard,0,Jane_Pauley,3,0.236085,5,0,0
695,William_Ford_Jr,0,Vin_Diesel,5,0.437322,5,0,0
696,Mario_Gallegos,4,Vojislav_Kostunica,1,0.451771,5,1,0
697,Bertie_Ahern,1,Leah_Remini,5,0.658558,5,1,1
698,Harald_Ringstorff,5,Peter_Max,3,0.332601,5,0,0
699,Alberto_Gonzales,3,Randy_Johnson,1,0.179869,5,0,0
700,Marc_Racicot,4,Edward_Burns,5,0.470066,5,1,0
701,Laura_Marlow,3,Colin_Campbell,4,0.295408,5,0,0
702,Yuvraj_Singh,0,Portia_de_Rossi,2,0.533371,5,1,0
703,Tino_Martinez,0,Angel_Lockward,4,0.351067,5,0,0
704,Chita_Rivera,1,James_Murdoch,5,0.224459,5,0,0
705,Gene_Keady,1,JK_Rowling,2,0.479866,5,1,0
706,Abdul_Rahman,1,Gael_Garcia_Bermal,4,0.563650,5,1,0
707,Wolfgang_Becker,0,Erskine_Bowles,0,0.348647,5,0,0
708,Bashar_Assad,2,Colin_Jackson,5,0.506037,5,1,0
709,Ornella_Muti,2,Omar_Sharif,4,0.400525,5,0,0
710,Alan_Dershowitz,2,Ben_Braun,2,0.177719,5,0,0
711,Pervez_Musharraf,4,Pete_Sampras,2,0.464172,5,1,0
712,Adrian_Annus,4,Francis_Mer,1,0.373435,5,0,0
713,Barry_Hinson,0,Tom_Ridge,5,0.425859,5,0,0
714,Nancy_Demme,4,Christopher_Matero,3,0.252452,5,0,0
715,Chanda_Rubin,5,Ernie_Fletcher,3,0.419817,5,0,0
716,Margaret_Thatcher,1,Charlotte_Casiraghi,0,0.538816,5,1,0
717,Laurence_Fishburne,4,Eva_Mendes,5,0.217554,5,0,0
718,Mahathir_Mohamad,2,Angie_Arzola,4,0.458398,5,1,0
719,Ellen_DeGeneres,5,Tom_Hanusik,0,0.599503,5,1,0
720,Pedro_Malan,0,Piotr_Anderszewski,3,0.377473,5,0,0
721,Brian_Cashman,1,Celine_Dion,0,0.594938,5,1,0
722,Karin_Viard,3,Halle_Berry,0,0.543032,5,1,0
723,Lee_Tae-sik,1,Hamid_Karzai,2,0.447445,5,0,0
724,Franklin_Brown,4,George_Allen,2,0.547440,5,1,0
725,Lynn_Redgrave,0,Gary_Stevens,1,0.494307,5,1,0
726,Geoff_Hoon,4,Francis_George,0,0.623948,5,1,1
727,George_Ryan,3,James_Gandolfini,4,0.417721,5,0,0
728,Jacky_Cheung,0,Carla_Gay_Balingit,3,0.453903,5,1,0
729,Takashi_Yamamoto,1,Yasushi_Akashi,3,0.605905,5,1,1
730,Tim_Matheson,5,Daniell_Sunjata,2,0.439320,5,0,0
731,Teri_Garr,4,Andrew_Wetzler,1,0.336456,5,0,0
732,Charles_Bronson,1,Randy_Ferbey,0,0.301918,5,0,0
733,Elvis_Stojko,1,Roberto_Marinho,2,0.622642,5,1,1
734,James_Kirtley,2,Angela_Bassett,4,0.396576,5,0,0
735,Lynn_Redgrave,0,Paul_Krueger,4,0.517569,5,1,0
736,Mark_Hanson,4,Teresa_Graves,5,0.422232,5,0,0
737,Ivana_Trump,5,Thomas_Gottschalk,2,0.301665,5,0,0
738,Calbert_Cheaney,0,Yolanda_King,5,0.016487,5,0,0
739,Sadie_Frost,1,Isabella_Rossellini,0,0.427971,5,0,0
740,Pak_Gil_Yon,0,Richard_Paul_Evans,4,0.565034,5,1,0
741,Laura_Flessel,0,Brennon_Leighton,0,0.323880,5,0,0
742,Emmy_Rossum,3,Ed_Smart,3,0.139985,5,0,0
743,James_Coburn,1,Janice_Abreu,0,0.206102,5,0,0
744,Iain_Duncan_Smith,5,Al_Sharpton,3,0.461741,5,1,0
745,Frank_Abagnale_Jr,2,Kristen_Breitweiser,0,0.404966,5,0,0
746,Val_Ackerman,0,Charles_Schumer,1,0.631191,5,1,1
747,Harvey_Weinstein,2,Lin_Yi-fu,2,0.411308,5,0,0
748,Idi_Amin,0,Luiz_Felipe_Scolari,3,0.349346,5,0,0
749,Tom_Izzo,5,Tessa_Jowell,3,0.329364,5,0,0
750,Andrew_Cuomo,2,Frank_Wycheck,2,0.439043,5,0,0
751,Al_Davis,0,Harvey_Weinstein,2,0.350636,5,0,0
